p,mean,std
0.0,0.00632412813813987,0.002008866593440632
0.1,0.0056955656218696474,0.0021274253363967313
0.2,0.005300754663469476,0.002095126877514642
0.30000000000000004,0.004842549328651691,0.002021943154429779
0.4,0.0042663209496790555,0.0021080721481650895
0.5,0.0037632361995408956,0.002044089741079518
0.6000000000000001,0.002911300895050327,0.001886862696462087
0.7000000000000001,0.0026358996337838125,0.0017764490769198282
0.8,0.001966498775134148,0.0016107775378034913
0.9,0.0011387838049536478,0.0010944102595357372
1.0,0.00039503973798833014,0.00012025020774786147
