p,mean,std
0.0,0.057498036800843436,0.01677831229927997
0.1,0.05335099344174322,0.017458775798683268
0.2,0.04936809575434569,0.018058236233542923
0.30000000000000004,0.04327065892183292,0.017473671839049423
0.4,0.039547469238155546,0.01739918852494503
0.5,0.03408624167148179,0.016570833240392
0.6000000000000001,0.028323413651206327,0.015974130449312902
0.7000000000000001,0.022690895016313814,0.015433182578251175
0.8,0.017935915553717253,0.013921743790601421
0.9,0.01060690078259111,0.00997878048563724
1.0,0.0035453976186208174,0.0010477619049323672
