p,mean,std
0.0,0.008204837223328475,0.0023710208255475545
0.1,0.007137962275734229,0.002679728321744857
0.2,0.0066118803572581914,0.0026590380348005473
0.30000000000000004,0.006123463931522601,0.0024933636543046514
0.4,0.005482531293849233,0.0025112813013769687
0.5,0.004647010797340721,0.0025214574261456825
0.6000000000000001,0.0038574988316771404,0.0023152100319965493
0.7000000000000001,0.003308016084657664,0.0021580745515261835
0.8,0.002392344073952116,0.001934296536640438
0.9,0.0013933724795574106,0.0013859033351750925
1.0,0.0004958366184584023,0.00014956638116093825
